;;;;
Chris Paul;1,8542;;;
Steve Nash;1,905;;;
LeBron James;2,057400;;;
Rajon Rondo;1,8542;;;
Jameer Nelson;1,8288;;;
Deron Williams;1,905;;;
Earl Watson;1,8542;;;
Tony Parker;1,8796;;;
Dwyane Wade;1,9304;;;
Tyreke Evans;1,9812;;;
David Lee;2,0574;;;
Chris Duhon;1,8542;;;
Russell Westbrook;1,905;;;
Brandon Jennings;1,8542;;;
Monta Ellis;1,905;;;
Vince Carter;1,9812;;;
Kyle Lowry;1,8288;;;
Jason Williams;1,85;;;
Jason Kidd;1,9304;;;
Brandon Roy;1,9812;;;
Height Mean;1,90987;;;
