;;;;
LeBron James;2,057400;;;
James Harden;1,9558;;;
John Wall;1,9304;;;
Chris Paul;1,8542;;;
Jrue Holiday;1,905;;;
Russell Westbrook;1,905;;;
Isaiah Thomas;1,7526;;;
TJ McConnell;1,8542;;;
Goran Dragic;1,905;;;
Kyrie Irving;1,8796;;;
Giannis Antetokounmpo;2,1082;;;
Draymond Green;1,9812;;;
Deron Williams;1,905;;;
Jeff Teague;1,905;;;
Dion Waiters;1,905;;;
Eric Bledsoe;1,8542;;;
Damian Lillard;1,8796;;;
Kevin Durant;2,0828;;;
Mike Conley;1,8542;;;
Stephen Curry;1,905;;;
Height Mean;1,91897;;;
